Ticker,Date,Open,High,Low,Close,Volume,Open Interest
CMKG,19921125,4.30001,4.30001,4.30001,4.30001,126,5.37500
CMKG,19921230,4.00000,4.00000,4.00000,4.00000,500,5.00000
CMKG,19930115,4.30001,4.30001,4.30001,4.30001,126,5.37500
CMKG,19930120,3.40001,3.40001,3.40001,3.40001,5000,4.25000
CMKG,19930121,3.40001,3.40001,3.40001,3.40001,1250,4.25000
CMKG,19930122,3.40001,3.80000,3.40001,3.80000,2500,4.75000
CMKG,19930125,3.70001,3.70001,3.70001,3.70001,1876,4.62500
CMKG,19930129,3.20001,3.20001,3.20001,3.20001,626,4.00000
CMKG,19930217,2.80000,3.15001,2.80000,3.15001,3750,3.93750
CMKG,19930218,2.60000,2.60000,2.60000,2.60000,2500,3.25000
CMKG,19930223,2.95001,2.95001,2.95001,2.95001,1876,3.68750
CMKG,19930224,2.60000,3.00000,2.60000,2.60000,1376,3.25000
CMKG,19930316,2.80000,2.80000,2.80000,2.80000,1250,3.50000
CMKG,19930330,2.20001,2.20001,2.20001,2.20001,1250,2.75000
CMKG,19930401,2.30000,2.30000,2.30000,2.30000,1876,2.87500
CMKG,19930408,2.00000,2.00000,2.00000,2.00000,1250,2.50000
CMKG,19930518,2.50000,2.50000,2.50000,2.50000,626,3.12500
CMKG,19930714,2.70001,2.70001,2.70001,2.70001,1250,3.37500
CMKG,19930722,2.80000,2.80000,2.80000,2.80000,376,3.50000
CMKG,19930723,2.80000,2.80000,2.80000,2.80000,376,3.50000
CMKG,19930728,2.80000,2.80000,2.80000,2.80000,2500,3.50000
CMKG,19930818,2.20001,2.50000,2.20001,2.50000,3750,3.12500
CMKG,19930827,2.40001,2.40001,2.40001,2.40001,750,3.00000
CMKG,19930830,2.40001,2.40001,2.40001,2.40001,750,3.00000
CMKG,19930920,2.90001,2.90001,2.90001,2.90001,4126,3.62500
CMKG,19930923,2.60000,2.60000,2.60000,2.60000,750,3.25000
CMKG,19930927,2.60000,2.60000,2.60000,2.60000,376,3.25000
CMKG,19931004,3.00000,3.00000,3.00000,3.00000,2500,3.75000
CMKG,19931005,3.00000,3.00000,3.00000,3.00000,1250,3.75000
CMKG,19931015,2.70001,2.70001,2.70001,2.70001,626,3.37500
CMKG,19931019,3.00000,3.00000,3.00000,3.00000,2500,3.75000
CMKG,19931020,2.70001,2.70001,2.70001,2.70001,500,3.37500
CMKG,19931029,3.00000,3.00000,2.60000,2.60000,626,3.25000
CMKG,19931105,3.20001,3.20001,3.20001,3.20001,626,4.00000
CMKG,19931111,3.20001,3.20001,3.20001,3.20001,250,4.00000
CMKG,19931115,3.20001,3.20001,3.20001,3.20001,626,4.00000
CMKG,19931116,2.80000,2.80000,2.80000,2.80000,250,3.50000
CMKG,19931119,2.80000,2.90001,2.60000,2.60000,2500,3.25000
CMKG,19931122,2.60000,2.60000,2.60000,2.60000,2500,3.25000
CMKG,19931129,2.80000,2.80000,2.80000,2.80000,1250,3.50000
CMKG,19931130,2.40001,2.40001,2.40001,2.40001,376,3.00000
CMKG,19931208,2.40001,2.40001,2.40001,2.40001,250,3.00000
CMKG,19931213,3.00000,3.00000,2.60000,2.60000,6750,3.25000
CMKG,19931217,3.00000,3.00000,2.40001,2.40001,4376,3.00000
CMKG,19940104,3.00000,3.00000,3.00000,3.00000,750,3.75000
CMKG,19940107,3.00000,3.00000,3.00000,3.00000,500,3.75000
CMKG,19940113,3.00000,3.00000,3.00000,3.00000,500,3.75000
CMKG,19940119,3.00000,3.00000,3.00000,3.00000,1626,3.75000
CMKG,19940224,3.40001,3.40001,3.40001,3.40001,500,4.25000
CMKG,19940225,3.00000,3.40001,3.00000,3.20001,3750,4.00000
CMKG,19940302,2.70001,2.70001,2.70001,2.70001,1250,3.37500
CMKG,19940308,3.20001,3.20001,3.20001,3.20001,626,4.00000
CMKG,19940404,2.80000,2.80000,2.60000,2.60000,1250,3.25000
CMKG,19940407,2.80000,2.80000,2.80000,2.80000,1626,3.50000
