Ticker,Date,Open,High,Low,Close,Volume,Open Interest
CYG-200601,20010214,25.00000,25.00000,24.90626,24.90626,2100,24.90626
CYG-200601,20010215,24.81250,25.15626,24.70314,24.75000,15800,24.75000
CYG-200601,20010216,25.15626,25.25000,24.70314,24.79689,8500,24.79689
CYG-200601,20010220,24.95314,24.96876,24.79689,24.90626,3100,24.90626
CYG-200601,20010221,24.75000,24.95314,24.70314,24.87500,8700,24.87500
CYG-200601,20010222,24.79689,24.79689,24.65626,24.75000,4300,24.75000
CYG-200601,20010223,24.75000,24.75000,24.65626,24.71876,13500,24.71876
CYG-200601,20010226,24.90626,24.90626,24.59376,24.75000,8600,24.75000
CYG-200601,20010227,24.75000,24.79689,24.67189,24.79689,15800,24.79689
CYG-200601,20010228,24.79689,25.00000,24.59376,24.75000,114500,24.75000
CYG-200601,20010301,24.54689,24.79689,24.50000,24.75000,18600,24.75000
CYG-200601,20010302,24.67189,24.75000,24.54689,24.54689,27400,24.54689
CYG-200601,20010305,24.75000,24.87500,24.50000,24.70314,22900,24.70314
CYG-200601,20010306,24.81250,24.81250,24.65626,24.65626,14400,24.65626
CYG-200601,20010307,24.79689,24.79689,24.59376,24.70314,8600,24.70314
CYG-200601,20010308,24.75000,24.75000,24.65626,24.73439,15500,24.73439
CYG-200601,20010309,24.75000,24.75000,24.65626,24.75000,15700,24.75000
CYG-200601,20010312,24.75000,24.84376,24.73439,24.84376,55900,24.84376
CYG-200601,20010313,24.73439,24.89064,24.73439,24.89064,5600,24.89064
CYG-200601,20010314,24.89064,24.90626,24.84376,24.84376,9700,24.84376
CYG-200601,20010315,24.79689,24.84376,24.75000,24.75000,18400,24.75000
CYG-200601,20010316,24.75000,24.75000,24.70314,24.75000,6400,24.75000
CYG-200601,20010319,24.75000,25.00000,24.75000,25.00000,6800,25.00000
CYG-200601,20010320,24.95314,25.00000,24.90626,24.90626,7100,24.90626
