Ticker,Date,Open,High,Low,Close,Volume,Open Interest
CITP-201004,19950926,176.56250,176.56250,175.00000,175.00000,137792,14.00000
CITP-201004,19950927,175.00000,175.00000,175.00000,175.00000,27760,14.00000
CITP-201004,19950928,175.00000,175.00000,175.00000,175.00000,8824,14.00000
CITP-201004,19950929,175.00000,176.56250,175.00000,175.00000,12648,14.00000
CITP-201004,19951002,171.87500,171.87500,165.62500,167.18750,61280,13.37500
CITP-201004,19951003,162.50000,162.50000,151.56250,156.25000,16776,12.50000
CITP-201004,19951004,146.87500,153.12500,143.75000,145.31250,37088,11.62500
CITP-201004,19951005,145.31250,151.56250,145.31250,148.43750,6824,11.87500
CITP-201004,19951006,150.00000,151.56250,148.43750,148.43750,9840,11.87500
CITP-201004,19951009,150.00000,151.56250,145.31250,146.87500,7312,11.75000
CITP-201004,19951010,150.00000,150.00000,143.75000,145.31250,4872,11.62500
CITP-201004,19951011,146.87500,148.43750,145.31250,146.87500,5392,11.75000
CITP-201004,19951012,150.00000,157.81250,148.43750,157.81250,4848,12.62500
CITP-201004,19951013,160.93750,162.50000,159.37500,162.50000,3112,13.00000
CITP-201004,19951016,164.06250,164.06250,159.37500,159.37500,2152,12.75000
CITP-201004,19951017,159.37500,170.31250,157.81250,170.31250,11208,13.62500
CITP-201004,19951018,171.87500,173.43750,165.62500,167.18750,8408,13.37500
CITP-201004,19951019,165.62500,167.18750,162.50000,167.18750,3496,13.37500
CITP-201004,19951020,165.62500,170.31250,162.50000,167.18750,8376,13.37500
CITP-201004,19951023,167.18750,167.18750,162.50000,162.50000,5224,13.00000
CITP-201004,19951024,162.50000,162.50000,154.68750,159.37500,5440,12.75000
CITP-201004,19951025,159.37500,170.31250,159.37500,164.06250,14920,13.12500
CITP-201004,19951026,165.62500,167.18750,154.68750,156.25000,3280,12.50000
CITP-201004,19951027,154.68750,162.50000,154.68750,159.37500,1544,12.75000
CITP-201004,19951030,160.93750,165.62500,159.37500,159.37500,2104,12.75000
CITP-201004,19951031,159.37500,164.06250,159.37500,162.50000,10560,13.00000
CITP-201004,19951101,159.37500,160.93750,156.25000,157.81250,4600,12.62500
CITP-201004,19951102,156.25000,157.81250,150.00000,154.68750,9840,12.37500
CITP-201004,19951103,153.12500,157.81250,151.56250,153.12500,3304,12.25000
CITP-201004,19951106,150.00000,154.68750,150.00000,153.12500,2640,12.25000
CITP-201004,19951107,154.68750,154.68750,151.56250,151.56250,2296,12.12500
CITP-201004,19951108,153.12500,153.12500,146.87500,146.87500,2696,11.75000
CITP-201004,19951109,150.00000,162.50000,150.00000,160.93750,9600,12.87500
CITP-201004,19951110,160.93750,160.93750,156.25000,157.81250,2224,12.62500
CITP-201004,19951113,159.37500,159.37500,154.68750,154.68750,2144,12.37500
CITP-201004,19951114,156.25000,162.50000,153.12500,159.37500,6312,12.75000
CITP-201004,19951115,156.25000,157.81250,156.25000,157.81250,3232,12.62500
CITP-201004,19951116,156.25000,160.93750,154.68750,160.93750,7064,12.87500
CITP-201004,19951117,160.93750,160.93750,157.81250,157.81250,960,12.62500
