Ticker,Date,Open,High,Low,Close,Volume,Open Interest
CASL-200105,19970912,14.00000,14.75000,13.75000,14.43750,2302970,14.43750
CASL-200105,19970915,14.50000,14.75000,14.12500,14.37500,407920,14.37500
CASL-200105,19970916,14.37500,14.62500,13.25000,13.50000,374560,13.50000
CASL-200105,19970917,13.87500,14.25000,13.50000,13.62500,204046,13.62500
CASL-200105,19970918,13.62500,13.87500,13.50000,13.68750,132440,13.68750
CASL-200105,19970919,13.87500,13.87500,13.25000,13.31250,76570,13.31250
CASL-200105,19970922,13.62500,13.75000,13.00000,13.00000,150856,13.00000
CASL-200105,19970923,13.37500,13.37500,13.00000,13.00000,335606,13.00000
CASL-200105,19970924,13.37500,13.37500,13.00000,13.00000,222050,13.00000
CASL-200105,19970925,13.00000,13.12500,13.00000,13.00000,536170,13.00000
CASL-200105,19970926,13.00000,14.12500,13.00000,13.50000,246154,13.50000
CASL-200105,19970929,14.12500,14.25000,13.75000,13.75000,121900,13.75000
CASL-200105,19970930,14.00000,14.00000,13.62500,14.00000,228350,14.00000
CASL-200105,19971001,13.75000,14.00000,13.75000,13.87500,66006,13.87500
CASL-200105,19971002,13.75000,14.12500,13.75000,14.00000,49790,14.00000
CASL-200105,19971003,13.87500,14.25000,13.87500,14.12500,85600,14.12500
CASL-200105,19971006,14.00000,14.25000,14.00000,14.00000,56850,14.00000
CASL-200105,19971007,14.00000,14.25000,14.00000,14.00000,119000,14.00000
CASL-200105,19971008,14.25000,14.25000,14.00000,14.12500,58584,14.12500
CASL-200105,19971009,13.87500,14.25000,13.62500,13.62500,16770,13.62500
CASL-200105,19971010,13.37500,13.50000,13.00000,13.12500,39350,13.12500
CASL-200105,19971013,13.12500,13.12500,12.00000,12.62500,144420,12.62500
CASL-200105,19971014,12.37500,12.37500,12.25000,12.25000,32694,12.25000
CASL-200105,19971015,12.25000,12.25000,11.12500,11.37500,371966,11.37500
CASL-200105,19971016,11.25000,12.75000,11.25000,11.62500,119166,11.62500
CASL-200105,19971017,12.00000,12.00000,11.62500,11.93750,11200,11.93750
CASL-200105,19971020,12.00000,12.12500,11.62500,11.87500,19750,11.87500
CASL-200105,19971021,11.62500,12.50000,11.62500,11.68750,25866,11.68750
CASL-200105,19971022,11.62500,12.00000,11.62500,11.62500,43484,11.62500
CASL-200105,19971023,11.87500,11.87500,11.37500,11.56250,15638,11.56250
CASL-200105,19971024,11.50000,11.75000,11.25000,11.25000,23900,11.25000
CASL-200105,19971027,11.62500,11.62500,9.87500,10.00000,25144,10.00000
CASL-200105,19971028,8.25000,10.37500,7.75000,10.00000,28980,10.00000
CASL-200105,19971029,10.37500,11.75000,10.00000,10.50000,97740,10.50000
CASL-200105,19971030,10.50000,11.00000,10.25000,10.87500,32200,10.87500
CASL-200105,19971031,11.00000,11.62500,10.75000,10.87500,7250,10.87500
CASL-200105,19971103,11.75000,11.75000,11.00000,11.12500,17526,11.12500
CASL-200105,19971104,11.87500,11.87500,11.00000,11.37500,14186,11.37500
CASL-200105,19971105,11.00000,11.50000,10.50000,11.37500,8200,11.37500
CASL-200105,19971106,11.00000,11.00000,10.75000,10.75000,2600,10.75000
CASL-200105,19971107,10.25000,10.87500,10.00000,10.37500,11850,10.37500
CASL-200105,19971110,10.37500,10.37500,9.87500,10.00000,15300,10.00000
CASL-200105,19971111,9.87500,10.00000,9.87500,9.87500,4800,9.87500
CASL-200105,19971112,9.87500,9.87500,8.75000,9.12500,39576,9.12500
CASL-200105,19971113,9.00000,9.50000,8.75000,8.93750,39830,8.93750
