Ticker,Date,Open,High,Low,Close,Volume,Open Interest
CIMN-198611,19850102,0.14063,0.14063,0.14063,0.14063,500,0.14063
CIMN-198611,19850107,0.14063,0.14063,0.14063,0.14063,800,0.14063
CIMN-198611,19850108,0.14063,0.14063,0.14063,0.14063,100000,0.14063
CIMN-198611,19850109,0.17188,0.17188,0.17188,0.17188,74000,0.17188
CIMN-198611,19850110,0.17188,0.17188,0.17188,0.17188,44000,0.17188
CIMN-198611,19850111,0.15626,0.15626,0.15626,0.15626,20836,0.15626
CIMN-198611,19850114,0.17188,0.17188,0.17188,0.17188,1000,0.17188
CIMN-198611,19850115,0.17188,0.17188,0.17188,0.17188,300,0.17188
CIMN-198611,19850123,0.17188,0.17188,0.17188,0.17188,1334,0.17188
CIMN-198611,19850125,0.17188,0.17188,0.17188,0.17188,666,0.17188
CIMN-198611,19850128,0.17188,0.17188,0.17188,0.17188,1800,0.17188
CIMN-198611,19850130,0.17188,0.17188,0.17188,0.17188,200,0.17188
CIMN-198611,19850131,0.17188,0.17188,0.17188,0.17188,2000,0.17188
CIMN-198611,19850205,0.17188,0.17188,0.17188,0.17188,2846,0.17188
CIMN-198611,19850206,0.17188,0.17188,0.17188,0.17188,2240,0.17188
CIMN-198611,19850212,0.17188,0.17188,0.17188,0.17188,4000,0.17188
CIMN-198611,19850214,0.17188,0.17188,0.17188,0.17188,800,0.17188
CIMN-198611,19850219,0.17188,0.17188,0.17188,0.17188,100000,0.17188
CIMN-198611,19850221,0.17188,0.17188,0.17188,0.17188,35000,0.17188
CIMN-198611,19850222,0.17188,0.17188,0.17188,0.17188,20000,0.17188
CIMN-198611,19850225,0.15626,0.15626,0.15626,0.15626,17534,0.15626
CIMN-198611,19850226,0.15626,0.15626,0.15626,0.15626,5280,0.15626
CIMN-198611,19850227,0.15626,0.15626,0.15626,0.15626,1000,0.15626
CIMN-198611,19850304,0.15626,0.15626,0.15626,0.15626,9258,0.15626
CIMN-198611,19850305,0.14063,0.14063,0.14063,0.14063,600,0.14063
CIMN-198611,19850308,0.14063,0.14063,0.14063,0.14063,300,0.14063
CIMN-198611,19850311,0.14063,0.14063,0.14063,0.14063,2666,0.14063
CIMN-198611,19850312,0.14063,0.14063,0.14063,0.14063,4650,0.14063
CIMN-198611,19850314,0.14063,0.14063,0.14063,0.14063,800,0.14063
CIMN-198611,19850315,0.14063,0.14063,0.14063,0.14063,670,0.14063
CIMN-198611,19850318,0.14063,0.14063,0.14063,0.14063,20000,0.14063
CIMN-198611,19850319,0.14063,0.14063,0.14063,0.14063,480,0.14063
CIMN-198611,19850320,0.14063,0.14063,0.14063,0.14063,40300,0.14063
CIMN-198611,19850322,0.14063,0.14063,0.14063,0.14063,2600,0.14063
CIMN-198611,19850325,0.14063,0.14063,0.14063,0.14063,1992,0.14063
CIMN-198611,19850326,0.14063,0.14063,0.14063,0.14063,280,0.14063
CIMN-198611,19850328,0.14063,0.14063,0.14063,0.14063,2632,0.14063
CIMN-198611,19850401,0.14063,0.14063,0.14063,0.14063,3300,0.14063
CIMN-198611,19850402,0.14063,0.14063,0.14063,0.14063,1000,0.14063
CIMN-198611,19850403,0.14063,0.14063,0.14063,0.14063,12000,0.14063
CIMN-198611,19850404,0.14063,0.14063,0.14063,0.14063,780,0.14063
CIMN-198611,19850408,0.14063,0.14063,0.14063,0.14063,2860,0.14063
CIMN-198611,19850409,0.14063,0.14063,0.14063,0.14063,5600,0.14063
