Date,Open,High,Low,Close,Volume,Adj Close
2012-09-12,136.10,136.31,135.56,135.95,592400,135.95
2012-09-11,136.28,136.57,135.45,135.75,582200,135.75
2012-09-10,137.46,138.18,135.68,135.80,627400,135.80
2012-09-07,137.35,138.62,136.55,137.13,792000,137.13
2012-09-06,136.30,137.43,135.89,136.92,781800,136.92
2012-09-05,136.64,137.00,134.61,135.54,622400,135.54
2012-09-04,136.73,137.01,134.56,136.58,531300,136.58
2012-08-31,136.60,137.49,135.84,136.70,211600,136.70
2012-08-30,135.15,136.56,134.82,136.35,680700,136.35
2012-08-29,138.53,138.86,136.82,137.26,401800,137.26
2012-08-28,137.50,139.50,137.50,138.37,401800,138.37
2012-08-27,137.21,138.30,136.16,137.67,460300,137.67
2012-08-24,134.63,137.25,134.47,137.10,393900,137.10
2012-08-23,135.20,136.12,135.20,135.73,322400,135.73
2012-08-22,134.56,136.26,133.26,136.00,337200,136.00
2012-08-21,135.50,136.62,133.60,134.39,303700,134.39
2012-08-20,134.71,136.14,134.53,135.62,195800,135.62
2012-08-17,136.04,136.37,134.36,135.34,292100,135.34
2012-08-16,132.35,135.91,132.35,135.63,267700,135.63
2012-08-15,132.61,133.56,132.36,132.80,241600,132.80
2012-08-14,134.00,134.00,131.88,132.58,201900,132.58
2012-08-13,132.31,133.92,131.91,133.73,240800,133.73
2012-08-10,131.37,133.69,131.37,133.26,254000,133.26
2012-08-09,132.00,133.52,131.75,132.95,202500,132.95
2012-08-08,131.30,133.29,130.34,132.25,266500,132.25
2012-08-07,132.74,133.74,132.01,132.07,297400,132.07
2012-08-06,132.69,133.88,131.78,132.00,272200,132.00
2012-08-03,130.76,132.82,129.72,132.25,424700,132.25
2012-08-02,128.81,129.41,126.22,128.71,932500,128.71
2012-08-01,134.08,135.96,128.12,129.40,864200,129.40
2012-07-31,132.83,133.48,130.58,131.22,545500,131.22
2012-07-30,133.89,134.91,131.99,132.35,561300,132.35
2012-07-27,133.96,135.56,132.46,134.25,298200,134.25
2012-07-26,133.97,133.97,130.82,132.73,583200,132.73
2012-07-25,132.51,133.60,129.88,130.65,841300,130.65
2012-07-24,130.95,132.63,130.67,132.50,508100,132.50
2012-07-23,129.01,131.78,128.86,131.17,496200,131.17
2012-07-20,132.80,133.33,129.45,131.09,742100,131.09
2012-07-19,135.73,136.01,133.14,133.77,306500,133.77
2012-07-18,135.79,136.76,135.23,135.67,262300,135.67
2012-07-17,134.95,136.24,134.43,136.15,347500,136.15
2012-07-16,136.10,136.10,133.54,134.00,547800,134.00
2012-07-13,134.21,137.44,134.08,137.22,458900,137.22
2012-07-12,132.37,134.99,132.12,134.24,562200,134.24
2012-07-11,131.34,134.49,130.99,133.74,472100,133.74
2012-07-10,133.26,134.39,130.86,131.48,361600,131.48
2012-07-09,133.39,134.05,131.82,132.81,261600,132.81
2012-07-06,133.65,134.56,132.40,133.30,230800,133.30
2012-07-05,135.71,136.18,134.07,134.74,327200,134.74
2012-07-03,129.37,136.14,129.37,134.90,310400,134.90
2012-07-02,141.77,141.77,131.87,135.82,632800,135.82
2012-06-29,136.21,137.59,134.51,135.98,576900,135.98
2012-06-28,131.91,134.17,131.10,134.14,370500,134.14
2012-06-27,130.69,134.15,130.69,132.83,368400,132.83
2012-06-26,131.23,134.36,131.23,133.36,374600,133.36
2012-06-25,133.00,133.00,130.47,131.29,338500,131.29
2012-06-22,131.34,133.60,131.19,133.18,392600,133.18
2012-06-21,135.11,136.49,130.86,131.32,424700,131.32
2012-06-20,135.83,136.00,133.80,134.88,344500,134.88
2012-06-19,137.29,137.29,134.65,135.56,515200,135.56
2012-06-18,134.19,137.23,133.52,136.24,667500,136.24
2012-06-15,131.16,135.91,131.16,134.80,1311500,134.80
2012-06-14,126.92,128.97,126.25,128.79,724800,128.79
2012-06-13,129.64,129.64,125.65,125.97,576800,125.97
2012-06-12,127.09,128.36,125.95,127.84,328200,127.84
2012-06-11,128.60,129.38,126.67,126.76,474100,126.76
2012-06-08,126.95,127.89,125.78,127.89,516200,127.89
2012-06-07,129.54,129.81,127.47,127.68,651500,127.68
2012-06-06,125.91,128.36,124.72,128.36,915500,128.36
2012-06-05,118.62,125.86,118.62,125.65,1366200,125.65
2012-06-04,119.39,119.91,117.82,119.29,673700,119.29
2012-06-01,120.87,121.30,118.42,118.47,515100,118.47
2012-05-31,122.45,123.35,120.38,122.45,545900,122.45
2012-05-30,123.89,123.89,120.87,122.27,742100,122.27
2012-05-29,126.57,126.83,123.64,125.10,524600,125.10
2012-05-25,124.19,126.59,123.39,125.49,505600,125.49
2012-05-24,125.26,126.17,122.62,123.95,414400,123.95
2012-05-23,124.68,124.74,122.07,124.38,464000,124.38
2012-05-22,128.01,129.88,124.06,124.68,932300,124.68
2012-05-21,123.56,125.16,123.03,125.09,563500,125.09
2012-05-18,122.07,125.04,121.97,123.59,1074900,123.59
2012-05-17,124.36,126.29,121.25,121.34,601200,121.34
2012-05-16,122.51,125.12,121.71,121.74,529300,121.74
2012-05-15,123.51,124.98,121.68,122.04,697500,122.04
2012-05-14,122.66,124.18,122.12,123.14,366400,123.14
2012-05-11,124.04,126.03,123.28,123.98,626300,123.98
2012-05-10,126.01,126.39,124.44,125.05,353000,125.05
2012-05-09,123.80,125.85,123.59,124.92,339300,124.92
2012-05-08,124.76,125.70,122.83,125.29,668000,125.29
2012-05-07,126.94,127.90,125.16,125.64,496000,125.64
2012-05-04,127.88,128.86,126.85,127.29,550000,127.29
2012-05-03,129.66,130.21,127.04,129.26,1136600,129.26
2012-05-02,125.75,129.04,124.59,127.85,1406900,127.85
2012-05-01,132.22,132.86,130.02,131.11,619300,131.11
2012-04-30,132.22,133.95,131.77,133.04,446300,133.04
2012-04-27,132.00,132.89,130.57,132.67,329900,132.67
2012-04-26,132.69,132.69,130.44,131.00,576400,131.00
2012-04-25,130.99,133.10,130.64,132.62,473600,132.62
2012-04-24,127.99,130.44,127.68,130.36,637900,130.36
2012-04-23,127.50,128.20,126.73,128.07,494100,128.07
2012-04-20,129.82,130.24,128.30,128.39,430600,128.39
2012-04-19,130.69,131.67,128.94,129.51,475000,129.51
2012-04-18,131.92,131.92,130.15,130.53,546900,130.53
2012-04-17,131.67,132.71,130.00,132.31,549700,132.31
2012-04-16,133.94,134.19,130.88,131.34,535300,131.34
2012-04-13,133.67,135.53,132.98,133.05,382000,133.05
2012-04-12,133.45,134.39,132.46,134.13,303500,134.13
2012-04-11,134.07,134.68,132.94,133.49,401100,133.49
2012-04-10,135.03,135.43,131.74,132.18,603500,132.18
2012-04-09,138.03,138.03,135.02,135.84,369000,135.84
2012-04-05,134.21,138.78,134.21,138.60,602400,138.60
2012-04-04,136.71,138.15,134.41,134.52,574600,134.52
2012-04-03,138.27,138.62,136.63,137.63,537700,137.63
2012-04-02,137.09,139.56,136.49,138.62,420600,138.62
2012-03-30,136.17,138.57,135.23,137.42,631700,137.42
2012-03-29,135.28,136.10,134.64,135.19,526900,135.19
2012-03-28,137.46,137.71,135.27,136.12,644900,136.12
2012-03-27,139.02,139.21,136.99,137.15,535700,137.15
2012-03-26,140.22,141.24,138.59,139.17,836100,139.17
2012-03-23,140.00,140.90,138.23,139.48,550400,139.48
2012-03-22,138.60,140.26,137.32,139.65,451600,139.65
2012-03-21,139.31,140.26,136.61,139.38,502700,139.38
2012-03-20,139.98,140.82,138.66,139.87,402300,139.87
2012-03-19,139.42,141.00,137.83,140.28,376500,140.28
2012-03-16,141.75,141.75,139.00,139.00,675100,139.00
2012-03-15,140.77,142.75,140.10,141.85,450700,141.85
2012-03-14,139.28,142.49,139.28,140.72,407200,140.72
2012-03-13,139.32,142.37,138.88,142.37,506300,142.37
2012-03-12,141.82,142.50,138.33,138.63,385000,138.63
2012-03-09,140.02,142.40,139.57,141.82,563800,141.82
2012-03-08,140.34,140.34,138.97,139.70,416100,139.70
2012-03-07,137.37,140.84,137.37,139.42,614000,139.42
2012-03-06,136.26,138.85,136.21,137.57,682800,137.57
2012-03-05,139.13,139.77,137.34,138.15,577000,138.15
2012-03-02,139.96,141.90,139.05,139.33,558600,139.33
2012-03-01,138.06,140.11,137.03,139.80,950100,139.80
2012-02-29,139.53,140.50,137.49,137.96,693800,137.96
2012-02-28,139.80,140.11,137.34,139.86,588500,139.86
2012-02-27,138.82,139.98,136.65,139.63,726800,139.63
2012-02-24,140.10,140.10,137.55,139.74,980600,139.74
2012-02-23,133.10,140.46,132.51,139.26,1482200,139.26
2012-02-22,132.25,134.13,132.25,133.15,460500,133.15
2012-02-21,132.32,134.39,132.31,133.37,529100,133.37
2012-02-17,134.28,135.00,133.29,134.47,692300,134.47
2012-02-16,132.82,134.00,131.95,133.83,1052500,133.83
2012-02-15,133.86,134.28,132.60,132.86,572300,132.86
2012-02-14,134.24,134.24,132.58,133.68,568500,133.68
2012-02-13,135.00,135.00,131.52,133.74,740100,133.74
2012-02-10,130.23,134.99,128.89,134.83,1065400,134.83
2012-02-09,130.86,132.83,130.40,131.93,1057200,131.93
2012-02-08,125.98,131.46,125.98,130.08,1628100,130.08
2012-02-07,122.26,124.41,121.85,122.77,964800,122.77
2012-02-06,120.20,123.00,120.20,122.76,605800,122.76
2012-02-03,120.23,122.63,120.23,122.32,746100,122.32
2012-02-02,115.07,119.68,114.60,119.65,858400,119.65
2012-02-01,115.56,115.81,114.58,114.69,801500,114.69
2012-01-31,115.85,116.07,114.20,114.48,616600,114.48
2012-01-30,115.48,116.47,114.53,115.43,563800,115.43
2012-01-27,117.03,117.82,115.71,116.45,669200,116.45
2012-01-26,118.00,119.02,117.07,117.45,639300,117.45
2012-01-25,118.32,118.87,117.00,117.53,855700,117.53
2012-01-24,117.18,119.29,116.31,118.93,565500,118.93
2012-01-23,117.50,118.91,117.00,118.53,704100,118.53
2012-01-20,118.09,118.34,116.26,117.41,664500,117.41
2012-01-19,115.17,118.85,113.95,118.03,979600,118.03
2012-01-18,112.09,114.76,110.67,114.75,1121800,114.75
2012-01-17,115.73,116.99,111.78,112.15,1366400,112.15
2012-01-13,113.86,117.20,113.86,116.47,1122400,116.47
2012-01-12,113.02,115.14,112.58,114.94,864000,114.94
2012-01-11,113.13,113.45,111.82,112.61,814200,112.61
2012-01-10,113.62,114.07,112.74,113.91,1128600,113.91
2012-01-09,115.65,115.69,111.68,112.58,1119200,112.58
2012-01-06,115.88,116.56,113.73,115.01,841900,115.01
2012-01-05,115.93,117.22,114.69,117.01,690800,117.01
2012-01-04,118.57,119.21,115.82,117.02,615200,117.02
2012-01-03,122.40,123.12,118.40,118.57,747500,118.57
2011-12-30,121.27,121.75,120.12,120.55,242600,120.55
2011-12-29,119.76,121.85,119.23,121.30,270700,121.30
2011-12-28,120.51,120.78,118.79,119.42,274400,119.42
2011-12-27,119.84,121.18,119.03,120.57,205300,120.57
2011-12-23,119.45,120.17,117.83,120.12,201700,120.12
2011-12-22,118.75,119.90,118.38,119.54,329900,119.54
2011-12-21,119.89,119.98,117.20,118.55,256200,118.55
2011-12-20,118.10,120.24,117.99,119.90,359600,119.90
2011-12-19,118.31,118.33,115.80,116.19,565800,116.19
2011-12-16,118.26,118.88,116.82,117.68,737800,117.68
2011-12-15,118.43,118.50,116.04,117.12,790500,117.12
2011-12-14,117.04,118.18,116.12,117.25,592500,117.25
2011-12-13,119.91,120.58,115.91,117.35,761900,117.35
2011-12-12,121.45,121.93,118.51,119.54,422400,119.54
2011-12-09,121.31,123.43,120.68,122.89,417600,122.89
2011-12-08,122.15,124.02,120.28,120.59,543200,120.59
2011-12-07,122.12,123.74,119.75,122.98,817400,122.98
2011-12-06,122.02,124.04,121.96,123.28,586000,123.28
2011-12-05,125.17,125.79,121.42,122.23,733100,122.23
2011-12-02,125.88,127.54,123.14,123.42,535400,123.42
2011-12-01,121.43,125.64,119.68,124.70,920900,124.70
2011-11-30,120.92,121.89,119.30,121.72,824300,121.72
2011-11-29,117.34,120.19,116.39,117.38,804800,117.38
2011-11-28,117.14,118.12,115.97,117.56,613100,117.56
2011-11-25,113.02,114.59,113.00,113.78,172100,113.78
2011-11-23,114.95,115.58,113.26,113.31,627500,113.31
2011-11-22,114.47,117.50,113.89,115.91,771000,115.91
