Date,Open,High,Low,Close,Volume,Adj Close
2012-09-12,89.00,89.53,88.71,88.94,532800,88.94
2012-09-11,89.08,89.14,88.82,88.99,526400,88.99
2012-09-10,88.97,89.53,88.51,88.93,661300,88.93
2012-09-07,90.03,90.03,88.74,88.79,583700,88.79
2012-09-06,89.01,90.58,89.01,89.50,797200,89.50
2012-09-05,88.50,89.26,88.13,88.82,854000,88.82
2012-09-04,87.68,88.38,86.88,88.26,650000,88.26
2012-08-31,87.63,88.37,87.55,87.95,632200,87.95
2012-08-30,87.99,88.12,87.43,87.43,460000,87.43
2012-08-29,88.17,88.79,87.91,88.32,452400,88.32
2012-08-28,88.45,88.55,87.74,88.30,378400,88.30
2012-08-27,88.80,89.03,88.45,88.50,530300,88.50
2012-08-24,87.77,89.08,87.60,88.84,778000,88.84
2012-08-23,88.17,88.27,87.34,87.51,405400,87.51
2012-08-22,88.68,88.97,87.81,88.08,610800,88.08
2012-08-21,89.10,89.39,88.47,88.51,475500,88.51
2012-08-20,88.55,89.49,88.43,89.05,625800,89.05
2012-08-17,89.23,89.40,88.70,89.01,461600,89.01
2012-08-16,88.23,89.26,88.16,89.10,439000,89.10
2012-08-15,88.68,89.00,88.32,88.50,306100,88.50
2012-08-14,88.65,88.86,88.42,88.57,344900,88.57
2012-08-13,88.50,88.63,88.19,88.47,385100,88.47
2012-08-10,88.50,88.80,87.86,88.50,600100,88.50
2012-08-09,88.71,89.06,88.18,88.44,901200,88.44
2012-08-08,87.84,89.24,87.84,89.00,776900,89.00
2012-08-07,87.90,88.18,87.74,87.91,687200,87.91
2012-08-06,87.66,88.07,87.36,87.69,870600,87.69
2012-08-03,87.11,87.83,86.70,87.45,729800,87.45
2012-08-02,86.67,87.45,85.47,86.25,1279700,86.25
2012-08-01,87.26,89.01,86.66,87.90,5376600,87.90
2012-07-31,84.84,85.35,84.06,84.09,635800,84.09
2012-07-30,85.03,85.49,84.58,84.95,732700,84.95
2012-07-27,85.19,85.50,84.75,85.21,891900,85.21
2012-07-26,85.10,85.50,84.56,85.00,890000,85.00
2012-07-25,84.38,84.79,83.50,84.23,1737200,84.23
2012-07-24,84.35,85.04,83.66,84.39,913500,84.39
2012-07-23,84.30,84.57,83.77,84.34,1280500,84.34
2012-07-20,86.72,88.05,84.95,85.26,1707700,85.26
2012-07-19,89.36,89.50,87.07,88.12,2569900,88.12
2012-07-18,92.22,93.73,92.13,93.64,1111200,93.64
2012-07-17,93.41,93.66,92.23,92.55,1616000,92.55
2012-07-16,95.10,95.17,94.46,94.62,646200,94.62
2012-07-13,93.62,95.30,93.44,95.25,1336700,95.25
2012-07-12,92.70,94.02,92.28,93.68,993600,93.68
2012-07-11,92.82,93.59,92.55,93.14,785800,93.14
2012-07-10,92.44,93.39,92.44,92.92,856400,92.92
2012-07-09,91.64,92.50,91.55,92.19,610000,92.19
2012-07-06,91.23,92.02,91.23,91.97,453600,91.97
