Date,Open,High,Low,Close,Volume,Adj Close
2012-09-12,204.35,206.83,203.37,206.78,501500,206.78
2012-09-11,202.98,204.34,202.05,203.67,431100,203.67
2012-09-10,204.67,205.16,202.80,202.99,414500,202.99
2012-09-07,203.79,206.43,203.48,203.74,509700,203.74
2012-09-06,204.17,205.05,202.00,203.65,723800,203.65
2012-09-05,208.48,209.24,203.44,203.44,544100,203.44
2012-09-04,206.13,211.31,205.78,209.25,735500,209.25
2012-08-31,206.21,207.83,205.00,205.96,361000,205.96
2012-08-30,202.54,205.27,202.45,204.27,330300,204.27
2012-08-29,206.37,206.57,203.43,204.41,291700,204.41
2012-08-28,205.34,209.11,204.54,205.98,514400,205.98
2012-08-27,205.48,207.66,204.54,206.34,319200,206.34
2012-08-24,203.67,206.30,202.78,204.99,187700,204.99
2012-08-23,203.52,205.21,202.87,204.13,271500,204.13
2012-08-22,202.47,206.82,202.31,205.06,259600,205.06
2012-08-21,205.93,206.50,203.35,203.62,331800,203.62
2012-08-20,207.74,207.74,204.07,205.80,195700,205.80
2012-08-17,206.97,207.70,204.47,207.28,313000,207.28
2012-08-16,202.25,206.63,201.06,206.10,308500,206.10
2012-08-15,201.00,203.11,200.82,202.39,247200,202.39
2012-08-14,202.91,204.04,200.74,201.20,250800,201.20
2012-08-13,199.67,201.35,198.49,201.28,262600,201.28
2012-08-10,200.22,200.98,197.16,200.74,647300,200.74
2012-08-09,205.13,206.10,203.71,204.51,321000,204.51
2012-08-08,207.88,208.00,205.41,206.47,284300,205.67
2012-08-07,208.53,209.97,207.55,208.22,309000,207.41
2012-08-06,206.35,208.10,204.82,206.55,298600,205.75
2012-08-03,204.91,206.09,202.41,205.29,386100,204.49
2012-08-02,202.62,205.22,199.26,201.27,485100,200.49
2012-08-01,205.81,205.95,202.20,203.01,424800,202.22
2012-07-31,207.96,207.96,204.34,204.83,415800,204.04
2012-07-30,208.16,208.71,205.67,207.55,497000,206.75
2012-07-27,203.49,207.94,202.61,207.76,499600,206.95
2012-07-26,202.33,208.71,199.13,202.26,382600,201.48
2012-07-25,199.83,201.53,197.50,199.22,424100,198.45
2012-07-24,205.00,205.49,195.78,198.75,834300,197.98
2012-07-23,200.99,205.35,198.26,204.24,442800,203.45
2012-07-20,204.77,205.50,202.16,204.80,1043000,204.01
2012-07-19,210.50,210.57,204.79,205.72,1155600,204.92
2012-07-18,189.94,211.36,189.94,210.57,2344300,209.75
2012-07-17,188.50,190.33,186.91,188.97,666500,188.24
2012-07-16,189.71,190.22,186.14,188.09,541700,187.36
2012-07-13,185.20,189.99,185.20,189.76,531000,189.02
2012-07-12,176.80,186.24,176.50,185.43,1208000,184.71
2012-07-11,184.89,185.43,177.97,179.02,1215300,178.33
2012-07-10,188.66,189.99,183.29,184.55,489800,183.83
2012-07-09,187.73,189.55,184.22,188.03,550800,187.30
2012-07-06,189.02,191.26,187.39,187.77,422800,187.04
2012-07-05,193.40,193.40,191.34,191.87,389600,191.13
2012-07-03,189.61,194.40,188.68,193.38,450000,192.63
2012-07-02,190.69,191.60,187.07,190.10,464300,189.36
2012-06-29,184.84,191.66,184.84,191.24,758400,190.50
2012-06-28,182.85,184.05,180.11,182.45,769300,181.74
2012-06-27,179.78,186.17,179.78,184.61,464600,183.89
2012-06-26,184.52,184.52,181.00,183.45,459100,182.74
2012-06-25,185.86,185.86,181.73,183.74,755200,183.03
2012-06-22,184.43,187.07,183.08,186.81,717000,186.09
2012-06-21,190.35,191.02,183.16,184.16,806100,183.45
2012-06-20,190.09,191.59,187.08,189.40,971300,188.67
2012-06-19,183.90,189.50,183.90,189.02,1140800,188.29
2012-06-18,178.00,181.70,177.33,181.38,602300,180.68
2012-06-15,177.15,180.52,177.15,180.52,615900,179.82
2012-06-14,177.68,179.58,175.52,177.10,636100,176.41
2012-06-13,182.41,182.41,175.93,177.22,977000,176.53
2012-06-12,180.73,182.34,178.36,181.58,1100200,180.88
2012-06-11,189.24,190.67,180.38,180.88,1199800,180.18
2012-06-08,187.62,190.33,186.71,189.98,920700,189.24
2012-06-07,184.64,187.74,184.22,185.74,934000,185.02
2012-06-06,179.38,183.87,178.52,182.38,1292100,181.67
2012-06-05,183.78,183.78,172.50,177.95,2428700,177.26
2012-06-04,188.59,189.41,185.42,187.50,781000,186.77
2012-06-01,189.87,191.13,188.24,188.25,797100,187.52
2012-05-31,195.38,196.07,189.76,193.65,643200,192.90
2012-05-30,195.74,196.95,194.03,195.66,429400,194.90
2012-05-29,194.66,196.52,194.46,196.34,485500,195.58
2012-05-25,195.38,195.99,193.51,193.90,278600,193.15
2012-05-24,196.00,198.75,193.85,194.84,523100,194.09
2012-05-23,192.06,195.63,190.47,195.45,925000,194.69
2012-05-22,190.29,194.28,188.98,193.57,844200,192.82
2012-05-21,186.71,189.36,186.25,188.99,570200,188.26
2012-05-18,189.54,190.29,185.73,186.23,784900,185.51
2012-05-17,191.77,192.15,187.44,188.40,873300,187.67
2012-05-16,193.11,193.99,191.77,191.77,445700,191.03
2012-05-15,192.16,193.49,190.14,191.77,543100,191.03
2012-05-14,195.35,195.35,190.32,191.25,832500,190.51
2012-05-11,201.42,201.48,194.44,194.57,1377500,193.82
2012-05-10,203.70,204.90,201.99,202.40,461400,201.62
2012-05-09,199.50,203.54,198.01,201.76,396100,200.18
2012-05-08,203.34,203.96,199.85,203.27,622600,201.68
2012-05-07,200.70,205.94,200.00,204.70,416400,203.10
2012-05-04,202.24,204.13,201.66,201.75,452400,200.17
2012-05-03,209.98,209.98,204.79,205.66,487100,204.05
2012-05-02,204.84,209.21,203.30,209.03,564300,207.39
2012-05-01,208.43,209.62,205.79,207.83,460200,206.20
2012-04-30,209.25,210.84,207.26,207.82,520500,206.19
2012-04-27,210.00,213.00,208.92,212.83,985700,211.16
2012-04-26,208.98,210.01,206.44,209.46,772200,207.82
2012-04-25,204.88,209.57,204.01,208.44,1196100,206.81
2012-04-24,210.87,210.87,199.54,204.01,2017100,202.41
2012-04-23,218.99,218.99,210.92,211.24,818300,209.59
2012-04-20,213.74,221.00,213.14,219.90,637300,218.18
2012-04-19,216.84,216.84,211.96,213.26,507000,211.59
2012-04-18,216.08,218.57,213.34,216.75,587600,215.05
2012-04-17,211.01,216.49,210.00,215.63,1014100,213.94
2012-04-16,213.15,217.47,213.15,215.59,526800,213.90
2012-04-13,209.46,214.90,209.46,213.18,383900,211.51
2012-04-12,210.00,216.04,209.04,214.00,453200,212.33
2012-04-11,213.92,213.92,208.68,211.61,440100,209.95
2012-04-10,213.02,213.79,207.54,207.62,392700,206.00
2012-04-09,214.25,214.79,212.09,213.80,162700,212.13
2012-04-05,216.47,217.90,215.94,217.27,175000,215.57
2012-04-04,218.24,218.34,216.18,217.43,311500,215.73
2012-04-03,218.23,219.96,216.75,219.48,260100,217.76
2012-04-02,214.65,219.07,213.63,218.19,264600,216.48
2012-03-30,218.04,218.29,214.81,214.81,327800,213.13
2012-03-29,215.16,217.79,214.26,217.55,254600,215.85
2012-03-28,218.88,218.88,214.03,216.27,257600,214.58
2012-03-27,218.26,221.84,217.71,219.36,435600,217.64
2012-03-26,216.57,218.27,216.11,218.00,298300,216.29
2012-03-23,212.63,215.42,210.16,214.72,450500,213.04
2012-03-22,213.71,214.07,211.28,213.61,307300,211.94
2012-03-21,212.59,216.00,211.95,214.71,269100,213.03
2012-03-20,211.70,212.68,209.72,212.19,486000,210.53
2012-03-19,214.00,214.09,211.66,212.68,366700,211.02
2012-03-16,216.45,216.45,214.09,214.09,394800,212.41
2012-03-15,216.18,216.77,213.81,216.48,217600,214.79
2012-03-14,216.08,217.09,215.03,216.11,283200,214.42
2012-03-13,214.55,216.62,213.40,216.45,358600,214.76
2012-03-12,212.26,214.69,211.87,213.43,301100,211.76
